"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.743915170E-1,-7.137625217E-1,3.793624938E-1,-6.104999781E-2
8.769252840E-1,-6.956124902E-1,3.856875002E-1,-1.068374962E-1
8.794589020E-1,-6.711375117E-1,3.144625127E-1,-1.696749926E-1
8.819926920E-1,-6.434999704E-1,2.165624946E-1,-2.408999950E-1
8.845263090E-1,-6.158624887E-1,1.494625062E-1,-3.111625016E-1
8.870598480E-1,-5.934500098E-1,9.088750184E-2,-3.856875002E-1
8.895936150E-1,-5.743374825E-1,3.244999796E-2,-4.569124877E-1
8.921272290E-1,-5.594875216E-1,-3.464999795E-2,-5.186499953E-1
8.946609960E-1,-5.476624966E-1,-1.016125008E-1,-5.803874731E-1
8.971946130E-1,-5.392749906E-1,-1.590874940E-1,-6.315374970E-1
8.997283800E-1,-5.350124836E-1,-2.208250016E-1,-6.612374783E-1
9.022619830E-1,-5.381749868E-1,-2.677125037E-1,-6.676999927E-1
9.047957500E-1,-5.328124762E-1,-3.368749917E-1,-6.443250179E-1
9.073293670E-1,-5.242875218E-1,-4.347749949E-1,-6.080250144E-1
9.098631350E-1,-5.137000084E-1,-5.113624930E-1,-5.590749979E-1
9.123967470E-1,-5.062749982E-1,-5.571500063E-1,-5.101249814E-1
9.149302860E-1,-4.998124838E-1,-5.667750239E-1,-4.665375054E-1
9.174640530E-1,-5.083374977E-1,-5.454624891E-1,-4.303750098E-1
9.199976700E-1,-5.328124762E-1,-4.911499918E-1,-3.994374871E-1
9.225314700E-1,-5.658124685E-1,-4.411000013E-1,-3.718000054E-1
9.250650880E-1,-6.084374785E-1,-4.199250042E-1,-3.580499887E-1
9.275988550E-1,-6.540874839E-1,-4.081000090E-1,-3.569499850E-1
9.301323950E-1,-6.956124902E-1,-4.134624898E-1,-3.686375022E-1
9.326662350E-1,-7.371374965E-1,-4.230875075E-1,-3.931125104E-1
9.351998520E-1,-7.627124786E-1,-4.358749986E-1,-4.261125028E-1
9.377333900E-1,-7.732999921E-1,-4.603500068E-1,-4.697000086E-1
9.402671580E-1,-7.818250060E-1,-4.943124950E-1,-5.176874995E-1
9.428008000E-1,-7.914500237E-1,-5.145249963E-1,-5.590749979E-1
9.453345670E-1,-8.020374775E-1,-5.135625005E-1,-5.835499763E-1
9.478681850E-1,-8.170250058E-1,-5.050374866E-1,-6.006000042E-1
9.504019520E-1,-8.361374736E-1,-4.976125062E-1,-6.028000116E-1
9.529355730E-1,-8.520874977E-1,-4.985750020E-1,-5.825874805E-1
9.554693410E-1,-8.711999655E-1,-5.135625005E-1,-5.473874807E-1
9.580029580E-1,-8.893499970E-1,-5.422999859E-1,-5.026999712E-1
9.605364960E-1,-9.095624685E-1,-5.593500137E-1,-4.463250041E-1
9.630702400E-1,-9.158874750E-1,-5.550875068E-1,-3.867875040E-1
9.656038570E-1,-9.042000175E-1,-5.422999859E-1,-3.239499927E-1
9.681376240E-1,-8.711999655E-1,-5.230500102E-1,-2.664749920E-1
