"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.332496290E-1,-2.757000208E0,7.461000443E0,-3.133950233E0
9.357833980E-1,-2.539050102E0,7.585950375E0,-3.055050135E0
9.383170150E-1,-2.710950136E0,7.753050327E0,-3.154950142E0
9.408507830E-1,-3.027000189E0,7.879950523E0,-3.268050194E0
9.433844000E-1,-3.307050228E0,7.878000259E0,-3.321000099E0
9.459181670E-1,-3.640050173E0,7.818000317E0,-3.342000246E0
9.484517850E-1,-3.892050266E0,7.573950291E0,-3.409050226E0
9.509855420E-1,-4.123950005E0,7.341000557E0,-3.460050106E0
9.535191590E-1,-4.390050411E0,7.111950397E0,-3.642000198E0
9.560529260E-1,-4.570050240E0,6.988950253E0,-3.766050100E0
9.585865440E-1,-4.603050232E0,6.997050285E0,-3.763950109E0
9.611201060E-1,-4.921950340E0,6.906000137E0,-3.658050060E0
9.636538740E-1,-5.179950237E0,6.757050514E0,-3.694050074E0
9.661874910E-1,-5.334000111E0,6.688050270E0,-3.646050215E0
9.687212580E-1,-5.094000340E0,6.891000271E0,-3.601050138E0
9.712550750E-1,-4.677000046E0,6.951000214E0,-3.772950172E0
9.737886160E-1,-4.380000114E0,7.138050556E0,-3.613050222E0
9.763222310E-1,-4.135950089E0,7.453950405E0,-3.522000074E0
9.788559980E-1,-3.982950211E0,7.537950516E0,-3.373050213E0
9.813895970E-1,-4.157999992E0,7.564050198E0,-3.189000130E0
9.839233640E-1,-4.380000114E0,7.588050365E0,-3.085950136E0
9.864569810E-1,-4.864050388E0,7.666950226E0,-3.112050056E0
9.889907490E-1,-5.158950329E0,7.653000355E0,-3.157950163E0
9.915243470E-1,-5.326050282E0,7.686000347E0,-3.390000105E0
9.940581140E-1,-5.512950420E0,7.597950459E0,-3.553050280E0
9.965916550E-1,-5.676000118E0,7.447050571E0,-3.498000145E0
9.991254990E-1,-5.647050381E0,7.357950211E0,-3.400050163E0
1.001659097E0,-5.542050362E0,7.276950359E0,-3.345000267E0
1.004192865E0,-5.440950394E0,7.285950184E0,-3.436050177E0
1.006726405E0,-5.319000244E0,7.224000454E0,-3.481050253E0
1.009260018E0,-5.283000469E0,7.176000118E0,-3.402000189E0
1.011793802E0,-5.170950413E0,7.132950306E0,-3.289950132E0
1.014327419E0,-5.179950237E0,7.162050247E0,-3.088050127E0
1.016861186E0,-4.972050190E0,7.545000553E0,-3.261000156E0
1.019394804E0,-4.378050327E0,7.830000401E0,-3.847950220E0
1.021928576E0,-4.633950233E0,7.804050446E0,-4.221000195E0
