"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.223131580E-1,-9.477000237E0,2.374050140E0,1.080000043E0
9.248469030E-1,-9.727950096E0,2.428950071E0,1.132950068E0
9.273805210E-1,-9.867000580E0,2.215950012E0,9.799500704E-1
9.299140590E-1,-9.802950859E0,2.022000074E0,8.910000324E-1
9.324478260E-1,-1.002300072E1,1.711050034E0,9.250500202E-1
9.349814200E-1,-1.009995079E1,1.557000041E0,1.096950054E0
9.375149580E-1,-1.015500069E1,1.584000111E0,9.130500555E-1
9.400488020E-1,-1.023105049E1,1.438050032E0,5.080500245E-1
9.425823430E-1,-1.014495087E1,1.443000078E0,6.730500460E-1
9.451160960E-1,-1.003005028E1,1.596000075E0,8.959500194E-1
9.476497130E-1,-9.793050766E0,1.774950027E0,7.950000167E-1
9.501832520E-1,-9.501000404E0,1.977000117E0,3.640500307E-1
9.527170190E-1,-9.348000526E0,2.347950220E0,2.205000073E-2
9.552506410E-1,-9.157950401E0,2.913000107E0,-1.140000075E-1
9.577844080E-1,-8.722949982E0,3.322950125E0,-2.670000196E-1
9.603179480E-1,-8.428050041E0,3.883050203E0,-3.340500295E-1
9.628515620E-1,-7.860000610E0,4.256999969E0,-5.089499950E-1
9.653853170E-1,-7.446000576E0,4.666050434E0,-4.630500078E-1
9.679188570E-1,-6.972000122E0,4.843050003E0,-4.440000355E-1
9.704527020E-1,-6.718050480E0,5.215050220E0,-2.449500114E-1
9.729862420E-1,-6.367950439E0,5.310000420E0,8.205000311E-2
9.755198570E-1,-6.154950142E0,5.200050354E0,3.859500289E-1
9.780536250E-1,-6.232050419E0,5.229000092E0,7.090500593E-1
9.805871650E-1,-6.319950104E0,5.349000454E0,7.909500599E-1
9.831207780E-1,-6.423000336E0,5.514000416E0,6.559500098E-1
9.856545720E-1,-6.330000401E0,5.682000160E0,7.120500207E-1
9.881881120E-1,-6.070950508E0,5.281950474E0,7.470000386E-1
9.907217260E-1,-6.061950207E0,4.609050274E0,7.759500146E-1
9.932554950E-1,-6.184050083E0,4.027050018E0,8.310000300E-1
9.957890260E-1,-6.535950184E0,3.588000059E0,1.108950019E0
9.983228700E-1,-7.147050381E0,3.220050097E0,1.624050021E0
1.000856411E0,-7.990050316E0,2.947050095E0,1.983000040E0
1.003390026E0,-8.872950554E0,2.686050177E0,2.191950083E0
1.005923774E0,-9.706950188E0,2.542050123E0,2.434050083E0
1.008457391E0,-1.048500061E1,2.434050083E0,2.541000128E0
1.010990929E0,-1.111800098E1,2.419950008E0,2.697000027E0
1.013524697E0,-1.209705067E1,2.536950111E0,2.982000113E0
1.016058334E0,-1.308600044E1,2.535000086E0,2.896050215E0
1.018591872E0,-1.414200020E1,2.535000086E0,2.668050051E0
1.021125640E0,-1.569195080E1,1.552950025E0,2.485950232E0
1.023659257E0,-1.610895157E1,1.615050077E0,2.125050068E0
1.026192800E0,-1.523505116E1,2.269050121E0,1.375050068E0
1.028726644E0,-1.526295090E1,2.355000019E0,5.370000005E-1
1.031260184E0,-1.438395023E1,2.511000156E0,1.060500070E-1
1.033793951E0,-1.349805069E1,2.757000208E0,7.200000435E-2
1.036327541E0,-1.253805065E1,1.789950132E0,2.880000174E-1
1.038861079E0,-1.233705044E1,1.825950146E0,7.500000596E-1
1.041394847E0,-1.142895031E1,2.499000072E0,7.350000143E-1
1.043928464E0,-1.056900024E1,2.440950155E0,-1.620000005E-1
